id,created_at,attraction_id,travel_type_id,type_name
1050,2024-11-03 17:34:24.658293+00,55829505,71-38369,Hồ
1051,2024-11-03 17:34:24.839059+00,55894440,71-38522,Bãi Biển
1053,2024-11-03 17:34:25.197311+00,58284430,71-38522,Bãi Biển
1058,2024-11-03 17:34:31.724363+00,61824098,71-38522,Bãi Biển
1059,2024-11-03 17:34:31.914257+00,61991862,71-38360,Sân Golf
1062,2024-11-03 17:34:32.292721+00,78728920,71-38472,Lớp Học DIY (Tự Làm)
1069,2024-11-03 17:34:33.569972+00,136940607,71-38713,Bảo Tàng
1070,2024-11-03 17:34:33.748596+00,137067030,71-38365,Đi Bộ Đường Dài
1197,2024-11-05 07:57:52.803394+00,29950390,71-38363,Spa
1201,2024-11-05 07:57:53.714027+00,138541266,71-38379,Công Viên Thành Phố
1204,2024-11-05 07:57:54.352297+00,33194044,71-38638,Thể Thao Dưới Nước
1225,2024-11-05 07:58:02.791017+00,136142708,71-38363,Spa
1230,2024-11-05 07:58:03.750201+00,138080980,71-38379,Công Viên Thành Phố
1231,2024-11-05 07:58:07.779967+00,138119111,71-38713,Bảo Tàng
1232,2024-11-05 07:58:07.976801+00,138256721,71-38380,Vườn/Hoa Viên
1233,2024-11-05 07:58:08.176227+00,138784542,71-38636,Đảo/Bán Đảo
1234,2024-11-05 07:58:08.381044+00,139029518,71-38713,Bảo Tàng
1236,2024-11-05 07:58:08.764196+00,139639879,71-38380,Vườn/Hoa Viên
1238,2024-11-05 07:58:09.190363+00,18312860,71-38360,Sân Golf
1239,2024-11-05 07:58:09.391575+00,18700023,71-38575,Di Tích Lịch Sử
1240,2024-11-05 07:58:09.391575+00,18700023,71-38626,Đền Chùa
1241,2024-11-05 07:58:09.596582+00,18713835,71-38626,Đền Chùa
1243,2024-11-05 07:58:10.004347+00,22950896,71-38629,Kiến Trúc Lịch Sử
1244,2024-11-05 07:58:19.305941+00,22950912,71-38713,Bảo Tàng
1245,2024-11-05 07:58:19.533085+00,23034388,71-38369,Hồ
1246,2024-11-05 07:58:19.741726+00,31979599,71-38638,Thể Thao Dưới Nước
1247,2024-11-05 07:58:19.964591+00,31981894,71-38522,Bãi Biển
1248,2024-11-05 07:58:20.185589+00,31982760,71-38363,Spa
1249,2024-11-05 07:58:20.389858+00,32795696,71-38469,Tour Đi Thuyền
1250,2024-11-05 07:58:20.389858+00,32795696,71-38537,Hoạt Động Với Nước
1251,2024-11-05 07:58:20.660826+00,32862926,71-38363,Spa
1252,2024-11-05 07:58:20.979272+00,32938198,71-38363,Spa
1253,2024-11-05 07:58:21.204273+00,33196713,71-38638,Thể Thao Dưới Nước
1254,2024-11-05 07:58:21.452092+00,33198458,71-38537,Hoạt Động Với Nước
1255,2024-11-05 07:58:21.452092+00,33198458,71-38638,Thể Thao Dưới Nước
1256,2024-11-05 07:58:21.675807+00,36592200,71-38398,Chùa Cổ
1257,2024-11-05 07:58:21.675807+00,36592200,71-38626,Đền Chùa
1258,2024-11-05 07:58:21.900402+00,38337588,71-38712,Bảo Tàng Nghệ Thuật
1260,2024-11-05 07:58:22.345239+00,38643185,71-38575,Di Tích Lịch Sử
1261,2024-11-05 07:58:22.555138+00,38672202,71-38712,Bảo Tàng Nghệ Thuật
1263,2024-11-05 07:58:23.066841+00,38880663,71-38630,Kiến Trúc Hiện Đại
1264,2024-11-05 07:58:23.288917+00,38909266,71-38575,Di Tích Lịch Sử
1265,2024-11-05 07:58:23.485012+00,39570574,71-38712,Địa Điểm Quân Sự
1266,2024-11-05 07:58:23.485012+00,39570574,71-38713,Bảo Tàng
1267,2024-11-05 07:58:23.696935+00,39588730,71-38630,Kiến Trúc Hiện Đại
1268,2024-11-05 07:58:28.917753+00,50528995,71-38712,Bảo Tàng Nghệ Thuật
1269,2024-11-05 07:58:29.126721+00,50540637,71-38375,Rừng
1270,2024-11-05 07:58:29.126721+00,50540637,71-38377,Hẻm Núi
1275,2024-11-05 07:58:29.961939+00,55866020,71-38363,Spa
1276,2024-11-05 07:58:30.169879+00,55895144,71-38363,Spa
1277,2024-11-05 07:58:30.396754+00,56014467,71-38363,Spa
1278,2024-11-05 07:58:30.67666+00,56020895,71-38363,Spa
1279,2024-11-05 07:58:30.882353+00,56068642,71-38370,Thác Nước
1282,2024-11-05 07:58:31.55053+00,56813848,71-38388,Công Viên Chủ Đề
1285,2024-11-05 07:58:32.19979+00,58274286,71-38376,Hang Động
1286,2024-11-05 07:58:32.19979+00,58274286,71-38575,Di Tích Lịch Sử
1288,2024-11-05 07:58:32.610297+00,58332292,71-38369,Hồ
1289,2024-11-05 07:58:32.838644+00,58337637,71-38384,Sở Thú
1290,2024-11-05 07:58:36.832122+00,58342647,71-38522,Bãi Biển
1291,2024-11-05 07:58:37.127717+00,58363554,71-38400,Khu Nghỉ Dưỡng
1292,2024-11-05 07:58:37.43117+00,58379919,71-38712,Nhà Cao Tầng
1293,2024-11-05 07:58:37.43117+00,58379919,71-38575,Di Tích Lịch Sử
1294,2024-11-05 07:58:37.742174+00,61217089,71-38522,Bãi Biển
1295,2024-11-05 07:58:37.950033+00,61232520,71-38379,Công Viên Thành Phố
1296,2024-11-05 07:58:38.14741+00,61827781,71-38512,Tour Ngắm Cảnh Khác
1297,2024-11-05 07:58:38.353157+00,61829250,71-38469,Tour Đi Thuyền
1298,2024-11-05 07:58:38.353157+00,61829250,71-38537,Hoạt Động Với Nước
1300,2024-11-05 07:58:38.777302+00,61883476,71-38513,Địa Điểm Thờ Phụng Khác
1303,2024-11-05 07:58:39.424853+00,31982396,71-38363,Spa
1306,2024-11-05 07:58:40.211232+00,20905677,71-38370,Thác Nước
1309,2024-11-05 07:58:40.822103+00,31980527,71-38363,Spa
1310,2024-11-05 07:58:41.030113+00,33198597,71-38537,Hoạt Động Với Nước
1311,2024-11-05 07:58:41.030113+00,33198597,71-38638,Thể Thao Dưới Nước
1312,2024-11-05 07:58:45.119711+00,15153128,71-38360,Sân Golf
1313,2024-11-05 07:58:45.119711+00,15153128,71-38587,Sân Vận Động
1314,2024-11-05 07:58:45.330182+00,62020985,71-38513,Địa Điểm Thờ Phụng Khác
1315,2024-11-05 07:58:45.330182+00,62020985,71-38626,Đền Chùa
1316,2024-11-05 07:58:45.55142+00,18700020,71-38626,Đền Chùa
1317,2024-11-05 07:58:45.755292+00,32881246,71-38363,Spa
1318,2024-11-05 07:58:45.96558+00,55988877,71-38363,Spa
1323,2024-11-05 07:58:47.004979+00,23029191,71-38371,Núi
1328,2024-11-05 07:58:48.060261+00,31980338,71-38363,Spa
1330,2024-11-05 07:58:48.478254+00,15151589,71-38360,Sân Golf
1331,2024-11-05 07:58:48.680641+00,18298185,71-38363,Spa
1333,2024-11-05 07:58:57.382813+00,31981350,71-38363,Spa
1334,2024-11-05 07:58:57.609265+00,31981913,71-38363,Spa
1335,2024-11-05 07:58:57.82174+00,33771789,71-38360,Sân Golf
1339,2024-11-05 07:58:58.447306+00,56820616,71-38573,Cầu
1340,2024-11-05 07:58:58.658063+00,61928189,71-38552,Chợ
1370,2024-11-05 08:00:52.789437+00,23899134,71-38573,Cầu
1371,2024-11-05 08:00:52.988449+00,18700048,71-38383,Công Viên Quốc Gia
1372,2024-11-05 08:00:52.988449+00,18700048,71-38583,Di Sản Thế Giới UNESCO - Di Sản Văn Hóa
1373,2024-11-05 08:00:53.198761+00,39888178,71-38712,Địa Điểm Quân Sự
1374,2024-11-05 08:00:53.198761+00,39888178,71-38713,Bảo Tàng
1376,2024-11-05 08:00:53.613308+00,13759618,71-38626,Đền Chùa
1380,2024-11-05 08:00:54.431158+00,20905668,71-38626,Đền Chùa
1381,2024-11-05 08:00:54.633962+00,23034199,71-38586,Tượng/Điêu Khắc
1382,2024-11-05 08:00:54.633962+00,23034199,71-38626,Đền Chùa
1383,2024-11-05 08:00:54.847494+00,33778004,71-38379,Công Viên Thành Phố
1384,2024-11-05 08:00:54.847494+00,33778004,71-38386,Công Viên Nước
1385,2024-11-05 08:00:55.04866+00,80753,71-38581,Đền Thờ/Miếu
1386,2024-11-05 08:00:55.258914+00,22672737,71-38713,Bảo Tàng
1387,2024-11-05 08:00:55.258914+00,22672737,71-38660,Tham quan ban đêm
1388,2024-11-05 08:00:55.462978+00,18298177,71-38360,Sân Golf
1389,2024-11-05 08:00:55.651426+00,18298192,71-38385,Thủy Cung
1390,2024-11-05 08:00:55.651426+00,18298192,71-38412,Đi Bộ Đường Dài/Đạp Xe
1391,2024-11-05 08:00:55.863021+00,31982635,71-38363,Spa
1392,2024-11-05 08:00:56.074374+00,56813910,71-38706,Khu Dân Cư Nổi Bật
1393,2024-11-05 08:01:00.739355+00,32052793,71-38512,Tour Ngắm Cảnh Khác
1394,2024-11-05 08:01:00.739355+00,32052793,71-38537,Hoạt Động Với Nước
1395,2024-11-05 08:01:00.739355+00,32052793,71-38638,Thể Thao Dưới Nước
1396,2024-11-05 08:01:00.926737+00,50638414,71-38360,Sân Golf
1397,2024-11-05 08:01:01.128836+00,56000733,71-38513,Địa Điểm Thờ Phụng Khác
1422,2024-11-05 08:01:14.718091+00,31980345,71-38702,Lặn Ngoài Trời
1425,2024-11-05 08:01:15.345594+00,23895632,71-38586,Tượng/Điêu Khắc
1426,2024-11-05 08:01:15.345594+00,23895632,71-38626,Đền Chùa
1431,2024-11-05 08:01:15.948664+00,20905679,71-38712,Địa Điểm Quân Sự
1432,2024-11-05 08:01:15.948664+00,20905679,71-38713,Bảo Tàng
1434,2024-11-05 08:01:16.347248+00,23034050,71-38371,Núi
1435,2024-11-05 08:01:16.347248+00,23034050,71-38375,Rừng
1436,2024-11-05 08:01:16.347248+00,23034050,71-38382,Khu Bảo Tồn Thiên Nhiên
1437,2024-11-05 08:01:16.347248+00,23034050,71-38383,Công Viên Quốc Gia
1438,2024-11-05 08:01:16.347248+00,23034050,71-38418,Khu Cắm Trại
1439,2024-11-05 08:01:16.544921+00,18298208,71-38363,Spa
1440,2024-11-05 08:01:16.765563+00,31980120,71-38363,Spa
1443,2024-11-05 08:01:21.619226+00,96724,71-38513,Địa Điểm Thờ Phụng Khác
1444,2024-11-05 08:01:21.619226+00,96724,71-38626,Đền Chùa
1445,2024-11-05 08:01:21.897764+00,10354919,71-38363,Spa
1446,2024-11-05 08:01:22.240654+00,31982189,71-38363,Spa
1450,2024-11-05 08:01:23.269964+00,28243174,71-38712,Thị Trấn
1451,2024-11-05 08:01:23.575603+00,30066756,71-38418,Khu Cắm Trại
1452,2024-11-05 08:01:23.575603+00,30066756,71-38522,Bãi Biển
1453,2024-11-05 08:01:23.881188+00,33198505,71-38537,Hoạt Động Với Nước
1454,2024-11-05 08:01:23.881188+00,33198505,71-38638,Thể Thao Dưới Nước
1456,2024-11-05 08:01:24.396818+00,58352380,71-38522,Bãi Biển
1460,2024-11-05 08:01:25.285557+00,18312876,71-38363,Spa
1461,2024-11-05 08:01:25.478672+00,31981605,71-38363,Spa
1462,2024-11-05 08:01:25.69367+00,31981794,71-38363,Spa
1463,2024-11-11 16:07:25.50421+00,17654906,71-38400,Khu Nghỉ Dưỡng
1464,2024-11-11 16:07:25.50421+00,17654906,71-38403,Cáp Treo
1465,2024-11-11 16:07:25.701333+00,69999968,71-38522,Bãi Biển
1466,2024-11-11 16:07:25.701333+00,69999968,71-38636,Đảo/Bán Đảo
1467,2024-11-11 16:07:25.883415+00,58313038,71-38371,Núi
1468,2024-11-11 16:07:25.883415+00,58313038,71-38416,Leo Núi
1469,2024-11-11 16:07:26.104881+00,148819153,71-38399,Công Trình Thủy Lợi
1470,2024-11-11 16:07:26.104881+00,148819153,71-38629,Kiến Trúc Lịch Sử
1471,2024-11-11 16:07:26.209566+00,50555709,71-38371,Núi
1472,2024-11-11 16:07:26.209566+00,50555709,71-38512,Tour Ngắm Cảnh Khác
1473,2024-11-11 16:07:26.406516+00,143818925,71-38391,Nhà Thờ & Thánh Đường
1474,2024-11-11 16:07:26.406516+00,143818925,71-38512,Tour Ngắm Cảnh Khác
1475,2024-11-11 16:07:26.588147+00,61222214,71-38375,Rừng
1476,2024-11-11 16:07:26.588147+00,61222214,71-38384,Sở Thú
1477,2024-11-11 16:07:26.779772+00,137897176,71-38371,Núi
1478,2024-11-11 16:07:26.779772+00,137897176,71-38512,Tour Ngắm Cảnh Khác
1479,2024-11-11 16:07:26.975755+00,144611529,71-38391,Nhà Thờ & Thánh Đường
1480,2024-11-11 16:07:26.975755+00,144611529,71-38512,Tour Ngắm Cảnh Khác
1481,2024-11-11 16:07:27.088399+00,147200841,71-38575,Di Tích Lịch Sử
1482,2024-11-11 16:07:27.088399+00,147200841,71-38512,Tour Ngắm Cảnh Khác
1483,2024-11-11 16:07:27.268727+00,55804020,71-38629,Kiến Trúc Lịch Sử
1484,2024-11-11 16:07:27.268727+00,55804020,71-38512,Tour Ngắm Cảnh Khác
1485,2024-11-11 16:07:27.400718+00,147145362,71-38375,Rừng
1486,2024-11-11 16:07:27.400718+00,147145362,71-38418,Khu Cắm Trại
1487,2024-11-11 16:07:27.616816+00,147418292,71-38580,Địa điểm nổi bật
1488,2024-11-11 16:07:27.616816+00,147418292,71-38629,Kiến Trúc Lịch Sử
1489,2024-11-11 16:07:27.725198+00,142493938,71-38522,Bãi Biển
1490,2024-11-11 16:07:27.725198+00,142493938,71-38528,Tòa Thị Chính
1491,2024-11-11 16:07:27.828833+00,17654380,71-38556,Trung Tâm Giải Trí
1492,2024-11-11 16:07:27.828833+00,17654380,71-38560,Rạp Chiếu Phim
1493,2024-11-11 16:07:27.938425+00,55838986,71-38376,Hang Động
1494,2024-11-11 16:07:27.938425+00,55838986,71-38375,Rừng
1495,2024-11-11 16:07:28.154235+00,146585176,71-38575,Di Tích Lịch Sử
1496,2024-11-11 16:07:28.154235+00,146585176,71-38375,Rừng
1497,2024-11-11 16:07:28.335777+00,137179996,71-38522,Bãi Biển
1498,2024-11-11 16:07:28.335777+00,137179996,71-38528,Tòa Thị Chính
1499,2024-11-11 16:07:28.432674+00,148831283,71-38372,Suối Nước Nóng
1500,2024-11-11 16:07:28.432674+00,148831283,71-38375,Rừng
1501,2024-11-11 16:07:28.63552+00,30464864,71-38556,Trung Tâm Giải Trí
1502,2024-11-11 16:07:28.63552+00,30464864,71-38564,Thư Viện
1503,2024-11-11 16:07:28.768635+00,146469977,71-38372,Suối Nước Nóng
1504,2024-11-11 16:07:28.768635+00,146469977,71-38384,Sở Thú
1505,2024-11-11 16:07:28.944683+00,147078930,71-38552,Chợ
1506,2024-11-11 16:07:28.944683+00,147078930,71-38560,Rạp Chiếu Phim
1507,2024-11-11 16:07:29.046157+00,31693726,71-38522,Bãi Biển
1508,2024-11-11 16:07:29.046157+00,31693726,71-38371,Núi
1509,2024-11-11 16:07:29.145829+00,142261123,71-38400,Khu Nghỉ Dưỡng
1510,2024-11-11 16:07:29.145829+00,142261123,71-38572,Đài Phun Nước
1511,2024-11-11 16:07:29.246277+00,146591748,71-38371,Núi
1512,2024-11-11 16:07:29.246277+00,146591748,71-38375,Rừng
1513,2024-11-11 16:07:29.352376+00,61244507,71-38512,Tour Ngắm Cảnh Khác
1514,2024-11-11 16:07:29.352376+00,61244507,71-38561,Phòng Khiêu Vũ
1515,2024-11-11 16:07:29.45101+00,143764784,71-38380,Vườn/Hoa Viên
1516,2024-11-11 16:07:29.45101+00,143764784,71-38375,Rừng
1517,2024-11-11 16:07:29.545392+00,144795404,71-38522,Bãi Biển
1518,2024-11-11 16:07:29.545392+00,144795404,71-38575,Di Tích Lịch Sử
1519,2024-11-11 16:07:29.642018+00,142869835,71-38513,Địa Điểm Thờ Phụng Khác
1520,2024-11-11 16:07:29.642018+00,142869835,71-38399,Công Trình Thủy Lợi
1521,2024-11-11 16:07:29.739084+00,141468936,71-38384,Sở Thú
1522,2024-11-11 16:07:29.739084+00,141468936,71-38660,Tham Quan Ban Đêm
1523,2024-11-11 16:07:29.834473+00,145057408,71-38379,Công Viên Thành Phố
1524,2024-11-11 16:07:29.834473+00,145057408,71-38512,Tour Ngắm Cảnh Khác
1525,2024-11-11 16:07:29.94035+00,136145417,71-38378,Công Viên Giải Trí
1526,2024-11-11 16:07:29.94035+00,136145417,71-38580,Địa điểm nổi bật
1527,2024-11-11 16:07:30.049722+00,142379336,71-38560,Rạp Chiếu Phim
1528,2024-11-11 16:07:30.049722+00,142379336,71-38556,Trung Tâm Giải Trí
1529,2024-11-11 16:07:30.155398+00,142534238,71-38384,Sở Thú
1530,2024-11-11 16:07:30.155398+00,142534238,71-38385,Thủy Cung
1531,2024-11-11 16:07:30.346046+00,142387378,71-38522,Bãi Biển
1532,2024-11-11 16:07:30.346046+00,142387378,71-38400,Khu Nghỉ Dưỡng
1533,2024-11-11 16:07:30.44701+00,142820312,71-38560,Rạp Chiếu Phim
1534,2024-11-11 16:07:30.44701+00,142820312,71-38512,Tour Ngắm Cảnh Khác
1535,2024-11-11 16:07:30.539296+00,146792295,71-38400,Khu Nghỉ Dưỡng
1536,2024-11-11 16:07:30.539296+00,146792295,71-38552,Chợ
1537,2024-11-11 16:07:30.718659+00,147573412,71-38375,Rừng
1538,2024-11-11 16:07:30.718659+00,147573412,71-38512,Tour Ngắm Cảnh Khác
1539,2024-11-11 16:07:30.816564+00,147517289,71-38556,Trung Tâm Giải Trí
1540,2024-11-11 16:07:30.816564+00,147517289,71-38572,Đài Phun Nước
1541,2024-11-11 16:07:30.917573+00,146327532,71-38560,Rạp Chiếu Phim
1542,2024-11-11 16:07:30.917573+00,146327532,71-38513,Địa Điểm Thờ Phụng Khác
1543,2024-11-11 16:07:31.021569+00,61186538,71-38556,Trung Tâm Giải Trí
1544,2024-11-11 16:07:31.021569+00,61186538,71-38399,Công Trình Thủy Lợi
1545,2024-11-11 16:07:31.123257+00,20905655,71-38399,Công Trình Thủy Lợi
1546,2024-11-11 16:07:31.123257+00,20905655,71-38416,Leo Núi
1547,2024-11-11 16:07:31.228354+00,143766394,71-38512,Tour Ngắm Cảnh Khác
1548,2024-11-11 16:07:31.228354+00,143766394,71-38399,Công Trình Thủy Lợi
1549,2024-11-11 16:07:31.321849+00,55831277,71-38375,Rừng
1550,2024-11-11 16:07:31.321849+00,55831277,71-38371,Núi
1551,2024-11-11 16:07:31.428447+00,62029012,71-38513,Địa Điểm Thờ Phụng Khác
1552,2024-11-11 16:07:31.428447+00,62029012,71-38391,Nhà Thờ & Thánh Đường
1553,2024-11-11 16:07:31.523351+00,143858763,71-38399,Công Trình Thủy Lợi
1554,2024-11-11 16:07:31.523351+00,143858763,71-38384,Sở Thú
1555,2024-11-11 16:07:31.623596+00,146693380,71-38556,Trung Tâm Giải Trí
1556,2024-11-11 16:07:31.623596+00,146693380,71-38513,Địa Điểm Thờ Phụng Khác
1557,2024-11-11 16:07:31.717046+00,147288833,71-38575,Di Tích Lịch Sử
1558,2024-11-11 16:07:31.717046+00,147288833,71-38400,Khu Nghỉ Dưỡng
1559,2024-11-11 16:07:31.810839+00,146227661,71-38556,Trung Tâm Giải Trí
1560,2024-11-11 16:07:31.810839+00,146227661,71-38513,Địa Điểm Thờ Phụng Khác
1561,2024-11-11 16:07:31.900134+00,144831108,71-38556,Trung Tâm Giải Trí
1562,2024-11-11 16:07:31.900134+00,144831108,71-38512,Tour Ngắm Cảnh Khác
1563,2024-11-11 16:07:31.998917+00,142763783,71-38556,Trung Tâm Giải Trí
1564,2024-11-11 16:07:31.998917+00,142763783,71-38512,Tour Ngắm Cảnh Khác
1565,2024-11-11 16:07:32.095261+00,137399228,71-38522,Bãi Biển
1566,2024-11-11 16:07:32.095261+00,137399228,71-38371,Núi
1567,2024-11-11 16:07:32.200764+00,142459875,71-38371,Núi
1568,2024-11-11 16:07:32.200764+00,142459875,71-38416,Leo Núi
1569,2024-11-11 16:07:32.305907+00,146417114,71-38399,Công Trình Thủy Lợi
1570,2024-11-11 16:07:32.305907+00,146417114,71-38416,Leo Núi
1571,2024-11-11 16:07:32.407034+00,136778175,71-38376,Hang Động
1572,2024-11-11 16:07:32.407034+00,136778175,71-38512,Tour Ngắm Cảnh Khác
1573,2024-11-11 16:07:32.505047+00,136737219,71-38522,Bãi Biển
1574,2024-11-11 16:07:32.505047+00,136737219,71-38371,Núi
1575,2024-11-11 16:07:32.608509+00,147653625,71-38575,Di Tích Lịch Sử
1576,2024-11-11 16:07:32.608509+00,147653625,71-38400,Khu Nghỉ Dưỡng
1577,2024-11-11 16:07:32.708245+00,132068886,71-38572,Đài Phun Nước
1578,2024-11-11 16:07:32.708245+00,132068886,71-38560,Rạp Chiếu Phim
1579,2024-11-11 16:07:32.802278+00,144680432,71-38375,Rừng
1580,2024-11-11 16:07:32.802278+00,144680432,71-38512,Tour Ngắm Cảnh Khác
1581,2024-11-11 16:07:32.909722+00,137151421,71-38384,Sở Thú
1582,2024-11-11 16:07:32.909722+00,137151421,71-38416,Leo Núi
1583,2024-11-11 16:07:33.005915+00,137182189,71-38522,Bãi Biển
1584,2024-11-11 16:07:33.005915+00,137182189,71-38400,Khu Nghỉ Dưỡng
1585,2024-11-11 16:07:33.106949+00,143845802,71-38399,Công Trình Thủy Lợi
1586,2024-11-11 16:07:33.106949+00,143845802,71-38375,Rừng
1587,2024-11-11 16:07:33.21175+00,147210790,71-38399,Công Trình Thủy Lợi
1588,2024-11-11 16:07:33.21175+00,147210790,71-38416,Leo Núi
1589,2024-11-11 16:07:33.311129+00,38735208,71-38512,Tour Ngắm Cảnh Khác
1590,2024-11-11 16:07:33.311129+00,38735208,71-38416,Leo Núi
1591,2024-11-11 16:07:33.410116+00,143791018,71-38512,Tour Ngắm Cảnh Khác
1592,2024-11-11 16:07:33.410116+00,143791018,71-38400,Khu Nghỉ Dưỡng
1593,2024-11-11 16:07:33.506829+00,138844654,71-38416,Leo Núi
1594,2024-11-11 16:07:33.506829+00,138844654,71-38513,Địa Điểm Thờ Phụng Khác
1595,2024-11-11 16:07:33.60486+00,143791564,71-38375,Rừng
