id,created_at,attraction_id,travel_type_id,type_name
1596,2024-11-11 16:07:33.60486+00,143791564,71-38512,Tour Ngắm Cảnh Khác
1597,2024-11-11 16:07:33.698168+00,137238371,71-38375,Rừng
1598,2024-11-11 16:07:33.698168+00,137238371,71-38416,Leo Núi
1599,2024-11-11 16:07:33.79663+00,147276978,71-38400,Khu Nghỉ Dưỡng
1600,2024-11-11 16:07:33.79663+00,147276978,71-38556,Trung Tâm Giải Trí
1601,2024-11-11 16:07:33.898394+00,146636341,71-38572,Đài Phun Nước
1602,2024-11-11 16:07:33.898394+00,146636341,71-38512,Tour Ngắm Cảnh Khác
1603,2024-11-11 16:07:33.990837+00,61138144,71-38556,Trung Tâm Giải Trí
1604,2024-11-11 16:07:33.990837+00,61138144,71-38572,Đài Phun Nước
1605,2024-11-11 16:07:34.09401+00,146675660,71-38572,Đài Phun Nước
1606,2024-11-11 16:07:34.09401+00,146675660,71-38400,Khu Nghỉ Dưỡng
1607,2024-11-11 16:07:34.193648+00,146787471,71-38512,Tour Ngắm Cảnh Khác
1608,2024-11-11 16:07:34.193648+00,146787471,71-38375,Rừng
1609,2024-11-11 16:07:34.286916+00,61200500,71-38375,Rừng
1610,2024-11-11 16:07:34.286916+00,61200500,71-38400,Khu Nghỉ Dưỡng
1611,2024-11-11 16:07:34.386846+00,58305453,71-38399,Công Trình Thủy Lợi
1612,2024-11-11 16:07:34.386846+00,58305453,71-38416,Leo Núi
1613,2024-11-11 16:07:34.474078+00,143823972,71-38399,Công Trình Thủy Lợi
1614,2024-11-11 16:07:34.474078+00,143823972,71-38375,Rừng
1615,2024-11-11 16:07:34.568062+00,142611757,71-38581,Đền Thờ/Miếu
1616,2024-11-11 16:07:34.568062+00,142611757,71-38626,Đền Chùa
1617,2024-11-11 16:07:34.659186+00,143789745,71-38379,Công Viên Thành Phố
1618,2024-11-11 16:07:34.659186+00,143789745,71-38580,Địa điểm nổi bật
1619,2024-11-11 16:07:34.74724+00,142447390,71-38560,Rạp Chiếu Phim
1620,2024-11-11 16:07:34.84517+00,146706385,71-38375,Rừng
1621,2024-11-11 16:07:34.84517+00,146706385,71-38400,Khu Nghỉ Dưỡng
1622,2024-11-11 16:07:34.95023+00,136986339,71-38512,Tour Ngắm Cảnh Khác
1623,2024-11-11 16:07:34.95023+00,136986339,71-38522,Bãi Biển
1624,2024-11-11 16:07:35.04737+00,134100373,71-38472,Lớp Học DIY (Tự Làm)
1625,2024-11-11 16:07:35.04737+00,134100373,71-38419,Lâu Đài
1626,2024-11-11 16:07:35.15154+00,142271683,71-38512,Tour Ngắm Cảnh Khác
1627,2024-11-11 16:07:35.15154+00,142271683,71-38400,Khu Nghỉ Dưỡng
1628,2024-11-11 16:07:35.246205+00,144008496,71-38560,Rạp Chiếu Phim
1629,2024-11-11 16:07:35.352012+00,129756628,71-38372,Suối Nước Nóng
1630,2024-11-11 16:07:35.352012+00,129756628,71-38400,Khu Nghỉ Dưỡng
1631,2024-11-11 16:07:35.452067+00,144862308,71-38360,Sân Golf
1632,2024-11-11 16:07:35.558954+00,20905653,71-38575,Di Tích Lịch Sử
1633,2024-11-11 16:07:35.558954+00,20905653,71-38582,Bể Bơi
1634,2024-11-11 16:07:35.661695+00,143996357,71-38560,Rạp Chiếu Phim
1635,2024-11-11 16:07:35.774905+00,148957293,71-38400,Khu Nghỉ Dưỡng
1636,2024-11-11 16:07:35.774905+00,148957293,71-38512,Tour Ngắm Cảnh Khác
1637,2024-11-11 16:07:35.889674+00,96727,71-38371,Núi
1638,2024-11-11 16:07:35.889674+00,96727,71-38512,Tour Ngắm Cảnh Khác
1639,2024-11-11 16:07:35.995741+00,61860846,71-38552,Chợ
1640,2024-11-11 16:07:35.995741+00,61860846,71-38512,Tour Ngắm Cảnh Khác
1641,2024-11-11 16:07:36.108884+00,31980143,71-38363,Spa
1642,2024-11-11 16:07:36.205129+00,146410230,71-38560,Rạp Chiếu Phim
1643,2024-11-11 16:07:36.310754+00,146407579,71-38560,Rạp Chiếu Phim
1644,2024-11-11 16:07:36.439515+00,143857601,71-38513,Địa Điểm Thờ Phụng Khác
1645,2024-11-11 16:07:36.439515+00,143857601,71-38626,Đền Chùa
1646,2024-11-11 16:07:36.543698+00,61880736,71-38512,Tour Ngắm Cảnh Khác
1647,2024-11-11 16:07:36.543698+00,61880736,71-38472,Lớp Học DIY (Tự Làm)
1648,2024-11-11 16:07:36.66314+00,147029483,71-38653,Khu Vui Chơi Trẻ Em
1649,2024-11-11 16:07:36.66314+00,147029483,71-38419,Lâu Đài
1650,2024-11-11 16:07:36.767291+00,136743469,71-38512,Tour Ngắm Cảnh Khác
1651,2024-11-11 16:07:36.767291+00,136743469,71-38522,Bãi Biển
1652,2024-11-11 16:07:36.883575+00,144790581,71-38369,Hồ
1653,2024-11-11 16:07:36.883575+00,144790581,71-38400,Khu Nghỉ Dưỡng
1654,2024-11-11 16:07:36.991874+00,144660704,71-38560,Rạp Chiếu Phim
1678,2024-11-11 16:18:24.955167+00,144009460,71-38560,Rạp Chiếu Phim
1679,2024-11-11 16:18:25.141294+00,36232227,71-38522,Bãi Biển
1680,2024-11-11 16:18:25.141294+00,36232227,71-38636,Đảo/Bán Đảo
1681,2024-11-11 16:18:25.323191+00,143798226,71-38379,Công Viên Thành Phố
1682,2024-11-11 16:18:25.323191+00,143798226,71-38400,Khu Nghỉ Dưỡng
1683,2024-11-11 16:18:25.491101+00,144871623,71-38360,Sân Golf
1684,2024-11-11 16:18:25.669222+00,146370266,71-38560,Rạp Chiếu Phim
1685,2024-11-11 16:18:25.759618+00,144620929,71-38560,Rạp Chiếu Phim
1687,2024-11-11 16:18:26.136177+00,56070184,71-38522,Bãi Biển
1688,2024-11-11 16:18:26.136177+00,56070184,71-38636,Đảo/Bán Đảo
1689,2024-11-11 16:18:26.237737+00,146446865,71-38400,Khu Nghỉ Dưỡng
1690,2024-11-11 16:18:26.418526+00,55836519,71-38518,Du Lịch Văn Hóa
1691,2024-11-11 16:18:26.418526+00,55836519,71-38512,Tour Ngắm Cảnh Khác
1692,2024-11-11 16:18:26.510636+00,147546395,71-38400,Khu Nghỉ Dưỡng
1693,2024-11-11 16:18:26.61239+00,137095145,71-38564,Thư Viện
1694,2024-11-11 16:18:26.715161+00,22950920,71-38512,Tour Ngắm Cảnh Khác
1695,2024-11-11 16:18:26.715161+00,22950920,71-38636,Đảo/Bán Đảo
1696,2024-11-11 16:18:26.81124+00,144828648,71-38400,Khu Nghỉ Dưỡng
1697,2024-11-11 16:18:26.81124+00,144828648,71-38522,Bãi Biển
1698,2024-11-11 16:18:26.99552+00,144294717,71-38575,Di Tích Lịch Sử
1699,2024-11-11 16:18:26.99552+00,144294717,71-38580,Địa điểm nổi bật
1700,2024-11-11 16:18:27.091835+00,146193297,71-38372,Suối Nước Nóng
1701,2024-11-11 16:18:27.182863+00,147317041,71-38560,Rạp Chiếu Phim
1702,2024-11-11 16:18:27.272483+00,146271094,71-38560,Rạp Chiếu Phim
1703,2024-11-11 16:18:27.360492+00,136775670,71-38564,Thư Viện
1704,2024-11-11 16:18:27.543857+00,142502190,71-38369,Hồ
1705,2024-11-11 16:18:27.642932+00,140139148,71-38376,Hang Động
1706,2024-11-11 16:18:27.817055+00,138755849,71-38513,Địa Điểm Thờ Phụng Khác
1707,2024-11-11 16:18:27.906425+00,144298921,71-38560,Rạp Chiếu Phim
1708,2024-11-11 16:18:28.010615+00,137662207,71-38522,Bãi Biển
1709,2024-11-11 16:18:28.193875+00,22950903,71-38513,Địa Điểm Thờ Phụng Khác
1710,2024-11-11 16:18:28.377103+00,146426801,71-38371,Núi
1711,2024-11-11 16:18:28.377103+00,146426801,71-38512,Tour Ngắm Cảnh Khác
1712,2024-11-11 16:18:28.465164+00,147012848,71-38400,Khu Nghỉ Dưỡng
1713,2024-11-11 16:18:28.562515+00,58354324,71-38518,Du Lịch Văn Hóa
1714,2024-11-11 16:18:28.562515+00,58354324,71-38512,Tour Ngắm Cảnh Khác
1715,2024-11-11 16:18:28.655508+00,144080489,71-38379,Công Viên Thành Phố
1716,2024-11-11 16:18:28.655508+00,144080489,71-38400,Khu Nghỉ Dưỡng
1717,2024-11-11 16:18:28.74595+00,144620883,71-38379,Công Viên Thành Phố
1718,2024-11-11 16:18:28.74595+00,144620883,71-38400,Khu Nghỉ Dưỡng
1719,2024-11-11 16:18:28.83985+00,143795012,71-38379,Công Viên Thành Phố
1720,2024-11-11 16:18:28.83985+00,143795012,71-38400,Khu Nghỉ Dưỡng
1721,2024-11-11 16:18:28.932521+00,146221327,71-38552,Chợ
1722,2024-11-11 16:18:29.024077+00,143802368,71-38376,Hang Động
1723,2024-11-11 16:18:29.110211+00,146632802,71-38560,Rạp Chiếu Phim
1724,2024-11-11 16:18:29.201668+00,146676105,71-38560,Rạp Chiếu Phim
1725,2024-11-11 16:18:29.290575+00,137074771,71-38625,Nông Trại
1726,2024-11-11 16:18:29.379861+00,144017016,71-38379,Công Viên Thành Phố
1727,2024-11-11 16:18:29.46733+00,143844622,71-38513,Địa Điểm Thờ Phụng Khác
1728,2024-11-11 16:18:29.562676+00,146723537,71-38513,Địa Điểm Thờ Phụng Khác
1729,2024-11-11 16:18:29.652355+00,147168600,71-38400,Khu Nghỉ Dưỡng
1730,2024-11-11 16:18:29.755423+00,137276910,71-38371,Núi
1731,2024-11-11 16:18:29.924486+00,149140238,71-38400,Khu Nghỉ Dưỡng
1732,2024-11-11 16:18:30.015581+00,136887342,71-38371,Núi
1733,2024-11-11 16:18:30.107487+00,20905662,71-38513,Địa Điểm Thờ Phụng Khác
1734,2024-11-11 16:18:30.20732+00,142675337,71-38564,Thư Viện
1735,2024-11-11 16:18:30.301761+00,143768057,71-38379,Công Viên Thành Phố
1736,2024-11-11 16:18:30.301761+00,143768057,71-38400,Khu Nghỉ Dưỡng
1737,2024-11-11 16:18:30.385015+00,147428630,71-38560,Rạp Chiếu Phim
1738,2024-11-11 16:18:30.475809+00,83314922,71-38360,Sân Golf
1739,2024-11-11 16:18:30.568023+00,146586435,71-38575,Di Tích Lịch Sử
1740,2024-11-11 16:18:30.665869+00,146437485,71-38513,Địa Điểm Thờ Phụng Khác
1741,2024-11-11 16:18:30.759587+00,142281501,71-38513,Địa Điểm Thờ Phụng Khác
1742,2024-11-11 16:18:30.852447+00,147602453,71-38400,Khu Nghỉ Dưỡng
1743,2024-11-11 16:18:30.945447+00,144720371,71-38379,Công Viên Thành Phố
1744,2024-11-11 16:18:31.038955+00,146399160,71-38552,Chợ
1745,2024-11-11 16:18:31.131009+00,141736591,71-38518,Du Lịch Văn Hóa
1746,2024-11-11 16:18:31.230699+00,144405138,71-38379,Công Viên Thành Phố
1747,2024-11-11 16:18:31.318746+00,22950904,71-38513,Địa Điểm Thờ Phụng Khác
1748,2024-11-11 16:18:31.417338+00,142803950,71-38560,Rạp Chiếu Phim
1749,2024-11-11 16:18:31.505207+00,148837229,71-38513,Địa Điểm Thờ Phụng Khác
1750,2024-11-11 16:18:31.59507+00,61993868,71-38512,Tour Ngắm Cảnh Khác
1751,2024-11-11 16:18:31.68179+00,147645379,71-38400,Khu Nghỉ Dưỡng
1752,2024-11-11 16:18:31.764062+00,146793891,71-38560,Rạp Chiếu Phim
1753,2024-11-11 16:18:31.904818+00,18105346,71-38575,Di Tích Lịch Sử
1754,2024-11-11 16:18:32.010399+00,146692138,71-38513,Địa Điểm Thờ Phụng Khác
1755,2024-11-11 16:18:32.1067+00,140982850,71-38513,Địa Điểm Thờ Phụng Khác
1756,2024-11-11 16:18:32.19922+00,143817791,71-38513,Địa Điểm Thờ Phụng Khác
1757,2024-11-11 16:18:32.286695+00,31693864,71-38518,Du Lịch Văn Hóa
1758,2024-11-11 16:18:32.372876+00,142738400,71-38513,Địa Điểm Thờ Phụng Khác
1759,2024-11-11 16:18:32.462983+00,146390362,71-38372,Suối Nước Nóng
1760,2024-11-11 16:18:32.552167+00,143792665,71-38379,Công Viên Thành Phố
1761,2024-11-11 16:18:32.552167+00,143792665,71-38400,Khu Nghỉ Dưỡng
1762,2024-11-11 16:18:32.640437+00,137547628,71-38522,Bãi Biển
1763,2024-11-11 16:18:32.728276+00,141716455,71-38560,Rạp Chiếu Phim
1764,2024-11-11 16:18:32.82268+00,142805891,71-38513,Địa Điểm Thờ Phụng Khác
1765,2024-11-11 16:18:32.914838+00,38915754,71-38552,Chợ
1766,2024-11-11 16:18:33.007403+00,142610439,71-38575,Di Tích Lịch Sử
1767,2024-11-11 16:18:33.106242+00,142553629,71-38400,Khu Nghỉ Dưỡng
1768,2024-11-11 16:18:33.196123+00,58352054,71-38360,Sân Golf
1769,2024-11-11 16:18:33.28685+00,143855490,71-38513,Địa Điểm Thờ Phụng Khác
1770,2024-11-11 16:18:33.388048+00,144042768,71-38379,Công Viên Thành Phố
1771,2024-11-11 16:18:33.480817+00,136083004,71-38400,Khu Nghỉ Dưỡng
1772,2024-11-11 16:18:33.570815+00,143766485,71-38379,Công Viên Thành Phố
1773,2024-11-11 16:18:33.663721+00,38738026,71-38513,Địa Điểm Thờ Phụng Khác
1774,2024-11-11 16:18:33.760611+00,147356041,71-38400,Khu Nghỉ Dưỡng
1775,2024-11-11 16:18:33.863926+00,146500104,71-38400,Khu Nghỉ Dưỡng
1776,2024-11-11 16:18:33.953614+00,142763092,71-38379,Công Viên Thành Phố
1777,2024-11-11 16:18:34.061559+00,136037382,71-38522,Bãi Biển
1778,2024-11-11 16:18:34.163315+00,139029468,71-38552,Chợ
1779,2024-11-11 16:18:34.251585+00,136629606,71-38518,Du Lịch Văn Hóa
1780,2024-11-11 16:18:34.344733+00,144791002,71-38513,Địa Điểm Thờ Phụng Khác
1781,2024-11-11 16:18:34.437379+00,147009059,71-38522,Bãi Biển
1782,2024-11-11 16:18:34.545038+00,139747768,71-38513,Địa Điểm Thờ Phụng Khác
1783,2024-11-11 16:18:34.64896+00,136686605,71-38564,Thư Viện
1784,2024-11-11 16:18:34.738823+00,143793178,71-38379,Công Viên Thành Phố
1785,2024-11-11 16:18:34.827998+00,144640576,71-38522,Bãi Biển
1786,2024-11-11 16:18:34.917922+00,137221038,71-38522,Bãi Biển
1787,2024-11-11 16:18:35.006301+00,142524926,71-38379,Công Viên Thành Phố
1788,2024-11-11 16:18:35.102285+00,138892810,71-38518,Du Lịch Văn Hóa
1789,2024-11-11 16:18:35.187093+00,98746,71-38522,Bãi Biển
1790,2024-11-11 16:18:35.27976+00,144001239,71-38400,Khu Nghỉ Dưỡng
1791,2024-11-11 16:18:35.367631+00,146340804,71-38400,Khu Nghỉ Dưỡng
1792,2024-11-11 16:18:35.454044+00,144812648,71-38564,Thư Viện
1793,2024-11-11 16:18:35.55279+00,144424785,71-38513,Địa Điểm Thờ Phụng Khác
1794,2024-11-11 16:18:35.646762+00,143762248,71-38379,Công Viên Thành Phố
1795,2024-11-11 16:18:35.739939+00,144563296,71-38400,Khu Nghỉ Dưỡng
1796,2024-11-11 16:18:35.829929+00,144257781,71-38552,Chợ
1797,2024-11-11 16:18:35.923547+00,136979635,71-38513,Địa Điểm Thờ Phụng Khác
1798,2024-11-11 16:18:36.017196+00,143867886,71-38513,Địa Điểm Thờ Phụng Khác
1799,2024-11-11 16:18:36.114885+00,56813959,71-38513,Địa Điểm Thờ Phụng Khác
1800,2024-11-11 16:18:36.208434+00,15056914,71-38522,Bãi Biển
1801,2024-11-11 16:18:36.312375+00,136735951,71-38360,Sân Golf
1802,2024-11-11 16:18:36.41339+00,144581074,71-38560,Rạp Chiếu Phim
1803,2024-11-11 16:18:36.604677+00,144666109,71-38379,Công Viên Thành Phố
1804,2024-11-11 16:18:36.693834+00,15151594,71-38360,Sân Golf
1805,2024-11-11 16:18:36.785016+00,138106584,71-38522,Bãi Biển
1806,2024-11-11 16:18:36.878448+00,146497255,71-38560,Rạp Chiếu Phim
1807,2024-11-11 16:18:36.979143+00,23029430,71-38575,Di Tích Lịch Sử
1808,2024-11-11 16:18:37.068603+00,147028910,71-38513,Địa Điểm Thờ Phụng Khác
1809,2024-11-11 16:18:37.173731+00,145055321,71-38522,Bãi Biển
1810,2024-11-11 16:18:37.272+00,142857694,71-38522,Bãi Biển
1811,2024-11-11 16:18:37.372201+00,141763417,71-38513,Địa Điểm Thờ Phụng Khác
1812,2024-11-11 16:18:37.372201+00,141763417,71-38360,Sân Golf
1813,2024-11-11 16:18:37.475004+00,147526893,71-38513,Địa Điểm Thờ Phụng Khác
1814,2024-11-11 16:18:37.575167+00,56074177,71-38513,Địa Điểm Thờ Phụng Khác
1815,2024-11-11 16:18:37.657957+00,148945666,71-38564,Thư Viện
1816,2024-11-11 16:18:37.748732+00,18832362,71-38360,Sân Golf
1817,2024-11-11 16:18:37.851229+00,145049102,71-38400,Khu Nghỉ Dưỡng
1818,2024-11-11 16:18:37.93891+00,61788597,71-38552,Chợ
1819,2024-11-11 16:18:38.023358+00,148808945,71-38560,Rạp Chiếu Phim
1820,2024-11-11 16:18:38.124118+00,147418728,71-38400,Khu Nghỉ Dưỡng
1821,2024-11-11 16:18:38.21237+00,144719969,71-38513,Địa Điểm Thờ Phụng Khác
1822,2024-11-11 16:18:38.301547+00,137242988,71-38522,Bãi Biển
1823,2024-11-11 16:18:38.397861+00,146257794,71-38360,Sân Golf
1824,2024-11-11 16:18:38.496246+00,146784601,71-38513,Địa Điểm Thờ Phụng Khác
1825,2024-11-11 16:18:38.591919+00,138398715,71-38360,Sân Golf
1826,2024-11-11 16:18:38.691393+00,142398818,71-38513,Địa Điểm Thờ Phụng Khác
1827,2024-11-11 16:18:38.786406+00,143804039,71-38379,Công Viên Thành Phố
1828,2024-11-11 16:18:38.882149+00,147211199,71-38560,Rạp Chiếu Phim
1829,2024-11-11 16:18:38.975453+00,141063857,71-38513,Địa Điểm Thờ Phụng Khác
1830,2024-11-11 16:18:39.081734+00,143845421,71-38513,Địa Điểm Thờ Phụng Khác
1831,2024-11-11 16:18:39.182632+00,13591979,71-38513,Địa Điểm Thờ Phụng Khác
1832,2024-11-11 16:18:39.279988+00,136822425,71-38360,Sân Golf
1833,2024-11-11 16:18:39.373627+00,144058556,71-38513,Địa Điểm Thờ Phụng Khác
1834,2024-11-11 16:18:39.469201+00,137191576,71-38360,Sân Golf
1835,2024-11-11 16:18:39.562309+00,147662229,71-38560,Rạp Chiếu Phim
1836,2024-11-11 16:18:39.652612+00,136096244,71-38360,Sân Golf
1837,2024-11-11 16:18:39.741685+00,144054532,71-38513,Địa Điểm Thờ Phụng Khác
1838,2024-11-11 16:18:39.840068+00,149026940,71-38400,Khu Nghỉ Dưỡng
1839,2024-11-11 16:18:39.92885+00,23031472,71-38513,Địa Điểm Thờ Phụng Khác
1840,2024-11-11 16:18:40.015149+00,144790065,71-38379,Công Viên Thành Phố
1841,2024-11-11 16:18:40.115042+00,146736618,71-38560,Rạp Chiếu Phim
1842,2024-11-11 16:18:40.206862+00,144769402,71-38379,Công Viên Thành Phố
1843,2024-11-11 16:18:40.297871+00,143777793,71-38360,Sân Golf
1844,2024-11-11 16:18:40.384519+00,143857878,71-38513,Địa Điểm Thờ Phụng Khác
1845,2024-11-11 16:18:40.538638+00,146403890,71-38560,Rạp Chiếu Phim
1846,2024-11-11 16:18:40.639219+00,144678396,71-38360,Sân Golf
1847,2024-11-11 16:18:40.733791+00,146535777,71-38400,Khu Nghỉ Dưỡng
1848,2024-11-11 16:18:40.82417+00,147425128,71-38552,Chợ
1849,2024-11-11 16:18:40.910077+00,147191023,71-38560,Rạp Chiếu Phim
1850,2024-11-11 16:18:40.998678+00,144014799,71-38560,Rạp Chiếu Phim
1851,2024-11-11 16:18:41.099155+00,142911801,71-38400,Khu Nghỉ Dưỡng
1852,2024-11-11 16:18:41.191723+00,146991910,71-38513,Địa Điểm Thờ Phụng Khác
1853,2024-11-11 16:18:41.289247+00,134087245,71-38360,Sân Golf
1854,2024-11-11 16:18:41.381838+00,136744705,71-38360,Sân Golf
1855,2024-11-11 16:18:41.467818+00,147267718,71-38560,Rạp Chiếu Phim
1857,2024-11-11 16:18:41.653363+00,84874,71-38513,Địa Điểm Thờ Phụng Khác
1858,2024-11-11 16:18:41.751432+00,143831806,71-38513,Địa Điểm Thờ Phụng Khác
1859,2024-11-11 16:18:41.842853+00,144606472,71-38360,Sân Golf
1860,2024-11-11 16:18:41.928901+00,147300242,71-38560,Rạp Chiếu Phim
1861,2024-11-11 16:18:42.060557+00,136274536,71-38513,Địa Điểm Thờ Phụng Khác
1862,2024-11-11 16:18:42.14671+00,142651655,71-38552,Chợ
1863,2024-11-11 16:18:42.242888+00,147425284,71-38513,Địa Điểm Thờ Phụng Khác
1864,2024-11-11 16:18:42.338432+00,143803170,71-38379,Công Viên Thành Phố
1866,2024-11-11 16:18:42.52056+00,146387701,71-38560,Rạp Chiếu Phim
1867,2024-11-11 16:18:42.608618+00,61993843,71-38513,Địa Điểm Thờ Phụng Khác
1868,2024-11-11 16:18:42.713494+00,31982314,71-38400,Khu Nghỉ Dưỡng
1869,2024-11-11 16:18:42.814977+00,61232126,71-38552,Chợ
1870,2024-11-11 16:18:42.902134+00,137235686,71-38360,Sân Golf
1871,2024-11-11 16:18:42.9908+00,140848045,71-38522,Bãi Biển
1872,2024-11-11 16:18:43.073283+00,36232337,71-38360,Sân Golf
1873,2024-11-11 16:18:43.155562+00,147645385,71-38560,Rạp Chiếu Phim
1874,2024-11-11 16:18:43.244364+00,142534828,71-38560,Rạp Chiếu Phim
1875,2024-11-11 16:18:43.329031+00,137419120,71-38513,Địa Điểm Thờ Phụng Khác
1876,2024-11-11 16:18:43.418019+00,144671190,71-38560,Rạp Chiếu Phim
1877,2024-11-11 16:18:43.506344+00,13591965,71-38513,Địa Điểm Thờ Phụng Khác
1878,2024-11-11 16:21:42.051856+00,141128379,71-38513,Địa Điểm Thờ Phụng Khác
1879,2024-11-11 16:21:42.051856+00,141128379,71-38391,Nhà Thờ & Thánh Đường
1882,2024-11-11 16:24:42.463253+00,83314949,71-38360,Sân Golf
1883,2024-11-11 16:24:42.707202+00,147457686,71-38556,Trung Tâm Giải Trí
1884,2024-11-11 16:24:42.707202+00,147457686,71-38587,Sân Vận Động