id,created_at,name,images,ename,cover,latitude,longitude,parent_id
1445658,2024-11-01 09:28:07.227724+00,Lào Cai,"[""https://ak-d.tripcdn.com/images/0100t120008xfafnq6CDB_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0102o120008ie2os9BD6D_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww6w12000cnns6rz761A_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5112000cv3ft2a1821_D_1180_558.jpg?proc=source%2ftrip""]",Lao Cai Province,https://ak-d.tripcdn.com/images/0105m120009istd10DF1B.jpg,22.338087,104.148705,
1445794,2024-11-05 06:13:45.191576+00,Điện Biên,"[""https://ak-d.tripcdn.com/images/0ww2v12000cnvrk63A378_D_1180_558.jpg?proc=source%2ftrip""]",Dien Bien Province,https://ak-d.tripcdn.com/images/10091f000001gsp5h0C76_D_1180_558.jpg,21.804232,103.10765,
1445795,2024-11-01 09:38:27.008316+00,Phú Yên,"[""https://ak-d.tripcdn.com/images/ww0q1e000001evte39C9B_D_1180_558.png?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1v12000crdoj5iBBF7_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1z12000cq3ztiy5635_D_1180_558.jpg?proc=source%2ftrip""]",Phu Yen Province,https://ak-d.tripcdn.com/images/0ww4j12000cjgyr9472F3.jpg,13.088186,109.09287,
1445804,2024-11-05 06:10:19.89027+00,Quảng Trị,"[""https://ak-d.tripcdn.com/images/0ww2g12000cv0ahni4B95_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww0h1e000001ex6763D7A_D_1180_558.png?proc=source%2ftrip""]",Quang Tri Province,https://ak-d.tripcdn.com/images/0ww6g12000cv0a486857F_D_1180_558.jpg,16.794348,106.96341,
1445808,2024-11-01 09:38:27.008316+00,Quảng Bình,"[""https://ak-d.tripcdn.com/images/0ww2i12000cnbvhunC006_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5t12000cva6uiaFF04_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww3t12000cnuss43C54E_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0101o120008iip3216542_D_1180_558.jpg?proc=source%2ftrip""]",Quang Binh Province,https://ak-d.tripcdn.com/images/100t1f000001gq9s9C6A6.jpg,17.610271,106.34875,
1445810,2024-11-02 17:20:15.036828+00,Hà Tĩnh,[],Ha Tinh Province,https://ak-d.tripcdn.com/images/0ww2b12000cn4gfen5ADA_D_1180_558.jpg,18.294378,105.67452,
1445811,2024-11-01 09:38:27.008316+00,Hòa Bình,[],Hoa Binh Province,https://ak-d.tripcdn.com/images/0ww5j12000d4rph6bC5E4.jpg,20.686127,105.31312,
1445815,2024-11-01 09:30:30.027296+00,Bình Dương,"[""https://ak-d.tripcdn.com/images/100v0z000000nwln800B1_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww0g1e000001ez5akE33A_D_1180_558.png?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww0n1e000001exib309FB_D_1180_558.png?proc=source%2ftrip""]",Binh Duong Province,https://ak-d.tripcdn.com/images/100u0y000000lzuvjA097.jpg,11.325402,106.47702,
1445816,2024-11-01 09:32:59.675546+00,Kiên Giang,"[""https://ak-d.tripcdn.com/images/100u0k000000cdhqu4C7A_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0105h120009ism2zvAFCB_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/1lo1n12000cdv1q6g7370_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0106r120009lo3q6jBACF_D_1180_558.jpg?proc=source%2ftrip""]",Kien Giang Province,https://ak-d.tripcdn.com/images/01066120009lnpyie49F5.png,9.824959,105.12589,
1445817,2024-11-05 06:09:37.928827+00,Long An,[],Long An Province,https://ak-d.tripcdn.com/images/0ww0u12000dea8wg76E25_D_1180_558.jpg,10.695572,106.24312,
1445818,2024-11-05 06:03:57.613682+00,Nam Định,[],Nam Dinh Province,https://ak-d.tripcdn.com/images/0ww5n12000a9sk4ye0B4F_D_1180_558.jpg,20.27918,106.20515,
1445819,2024-11-02 17:18:07.036798+00,Ninh Thuận,"[""https://ak-d.tripcdn.com/images/100v0k000000cq0327F83_D_1180_558.jpg?proc=source%2ftrip""]",Ninh Thuan Province,https://ak-d.tripcdn.com/images/100v0k000000cq0327F83_D_1180_558.jpg,11.673877,108.86296,
1445820,2024-11-01 09:30:30.027296+00,Bình Định,"[""https://ak-d.tripcdn.com/images/0ww6112000ckr4mzs6352_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2r120009589rtkE15A_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww4s12000cqc20l8A33A_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww041e000001esz8d753D_D_1180_558.png?proc=source%2ftrip""]",Binh Dinh Province,https://ak-d.tripcdn.com/images/0ww0s1200090o23kn77DC.jpg,14.1665325,108.90268,
1445821,2024-11-02 17:17:34.666346+00,Lạng Sơn,"[""https://ak-d.tripcdn.com/images/0ww5f12000b8t6d9k4F24_D_1180_558.jpg?proc=source%2ftrip""]",Lang Son Province,https://ak-d.tripcdn.com/images/0106v120008x7xe957572_D_1180_558.jpg,21.85637,106.62913,
1445826,2024-11-02 17:22:34.201168+00,Tiền Giang,"[""https://ak-d.tripcdn.com/images/1A0r12000000rozkq21FF_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww4p12000cpxlwi68849_D_1180_558.jpg?proc=source%2ftrip""]",Tien Giang Province,https://ak-d.tripcdn.com/images/1A0r12000000rozkq21FF_D_1180_558.jpg,10.449332,106.34205,
1445827,2024-11-02 17:17:36.381842+00,Thái Bình,"[""https://ak-d.tripcdn.com/images/0ww4x12000c7rj67vBEF7_D_1180_558.jpg?proc=source%2ftrip""]",Thai Binh Province,https://ak-d.tripcdn.com/images/ww0s1f000001guqwgBDE2_D_1180_558.png,20.538694,106.39348,
1445828,2024-11-02 17:16:30.387013+00,Nghệ An,"[""https://ak-d.tripcdn.com/images/ww0m1e000001f81n3B6D1_D_1180_558.png?proc=source%2ftrip""]",Nghe An Province,https://ak-d.tripcdn.com/images/0ww0a12000cd506f57990_D_1180_558.jpg,19.23425,104.92004,
1445831,2024-11-01 09:38:27.008316+00,Thái Nguyên,"[""https://ak-d.tripcdn.com/images/0ww6f1200090fx47s0C19_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww3612000ct5g8d49D26_D_1180_558.jpg?proc=source%2ftrip""]",Thai Nguyen Province,https://ak-d.tripcdn.com/images/0ww5l12000ct5fsu3AA6A.jpg,21.561377,105.87601,
1445832,2024-11-01 09:38:27.008316+00,Đồng Nai,"[""https://ak-d.tripcdn.com/images/0ww3t12000cuwjoa89C3F_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww6u12000cuwnuc7BAC9_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/1lo4r12000fqnuv0pD3BE_D_1180_558.png?proc=source%2ftrip""]",Dong Nai Province,https://ak-d.tripcdn.com/images/0100k120008x7xkef69CB.jpg,11.06863,107.167595,
1445833,2024-11-01 09:35:51.579071+00,Vĩnh Phúc,"[""https://ak-d.tripcdn.com/images/0ww2q12000ekq5cxqA215_D_1180_558.jpg?proc=source%2ftrip""]",Vinh Phuc Province,https://ak-d.tripcdn.com/images/0ww1112000ekq52hv66DC.jpg,21.36088,105.54744,
1445834,2024-11-02 17:21:53.080326+00,An Giang,"[""https://ak-d.tripcdn.com/images/0ww241200090ff8d1D070_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5m12000cjgycvu036A_D_1180_558.jpg?proc=source%2ftrip""]",An Giang Province,https://ak-d.tripcdn.com/images/0ww6p1200090ff7mvC1C0_D_1180_558.jpg,10.521584,105.12589,
1445852,2024-11-01 09:32:59.675546+00,Bắc Ninh,"[""https://ak-d.tripcdn.com/images/0ww4o12000b9mijko6305_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww011e000001fj5t5A5BD_D_1180_558.jpg?proc=source%2ftrip""]",Bac Ninh Province,https://ak-d.tripcdn.com/images/0ww5f120009548qnd2BA0.jpg,21.121445,106.11105,
1445856,2024-11-02 17:19:57.931755+00,Phú Thọ,"[""https://ak-d.tripcdn.com/images/0ww1i12000colvjtdE713_D_1180_558.jpg?proc=source%2ftrip""]",Phu Tho Province,https://ak-d.tripcdn.com/images/01074120008x7p17v8EF5_D_1180_558.jpg,21.268442,105.20456,
1446596,2024-11-01 09:32:59.675546+00,Tân Thành,[],Phu My,https://ak-d.tripcdn.com/images/0ww3x1200090hpzkbDDE3.jpg,10.583324,107.07227,3172
1446811,2024-11-01 09:25:35.852438+00,Móng Cái,"[""https://ak-d.tripcdn.com/images/100r0z000000ndhks6801_D_1180_558.jpg?proc=source%2ftrip""]",Mong Cai,https://ak-d.tripcdn.com/images/100r0z000000ndhks6801.jpg,21.541946,107.87949,3169
1447047,2024-11-01 09:30:30.027296+00,Bắc Giang,"[""https://ak-d.tripcdn.com/images/0ww4o12000b9mijko6305_D_1180_558.jpg?proc=source%2ftrip""]",Bac Giang Province,https://ak-d.tripcdn.com/images/0ww5m12000cpz8xl15DBC.jpg,21.301495,106.62913,
1447051,2024-11-01 09:38:31.785686+00,Bạc Liêu,"[""https://ak-d.tripcdn.com/images/0ww6n120008ys7vev1CF0_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww48120008zbvjcsA943_D_1180_558.jpg?proc=source%2ftrip""]",Bac Lieu Province,https://ak-d.tripcdn.com/images/0ww4d120008zbrkom367B.jpg,9.251555,105.51365,
1447633,2024-11-01 09:28:30.698774+00,Thái Bình,[],Thai Binh,https://ak-d.tripcdn.com/images/0ww1r120008yx9wonB8E8.jpg,20.446346,106.336586,1445827
1447642,2024-11-01 09:38:31.785686+00,Tamky,"[""https://ak-d.tripcdn.com/images/0ww0m120008ypmtuu5915_D_1180_558.jpg?proc=source%2ftrip""]",Tam Ky,https://ak-d.tripcdn.com/images/0ww3x120008zf2r24411B.jpg,15.56476,108.495,3171
1447643,2024-11-05 05:58:58.209204+00,Cái Bè,"[""https://ak-d.tripcdn.com/images/0ww4p12000cpxlwi68849_D_1180_558.jpg?proc=source%2ftrip""]",Cai Be,https://ak-d.tripcdn.com/images/0ww5i12000956dbdz2115.jpg,10.371887,105.94649,1445826
1447657,2024-11-01 09:32:59.675546+00,Thái Nguyên,"[""https://ak-d.tripcdn.com/images/0ww6f1200090fx47s0C19_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww3612000ct5g8d49D26_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww091e000001eyvjv0399_D_1180_558.png?proc=source%2ftrip""]",Thai Nguyen,https://ak-d.tripcdn.com/images/0ww5l12000ct5fsu3AA6A.jpg,21.567156,105.8252,1445831
1447661,2024-11-01 09:25:35.852438+00,Bắc Ninh,"[""https://ak-d.tripcdn.com/images/0ww4o12000b9mijko6305_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww011e000001fj5t5A5BD_D_1180_558.jpg?proc=source%2ftrip""]",Bac Ninh,https://ak-d.tripcdn.com/images/0ww1v12000chypb0w6C3C.jpg,21.1839,106.056,1445852
1447662,2024-11-01 09:28:07.227724+00,Tam Đảo,[],Tam Dao,https://ak-d.tripcdn.com/images/0ww6h12000cumpzswE047.jpg,21.474707,105.570885,1445833
1447667,2024-11-01 09:35:51.579071+00,Hà Tĩnh,[],Ha Tinh,https://ak-d.tripcdn.com/images/0ww2b12000cn4gfen5ADA.jpg,18.355953,105.88775,1445810
1447671,2024-11-01 09:28:30.698774+00,Lạng Sơn,"[""https://ak-d.tripcdn.com/images/0ww5f12000b8t6d9k4F24_D_1180_558.jpg?proc=source%2ftrip""]",Lang Son,https://ak-d.tripcdn.com/images/0ww5f12000b8t6d9k4F24.jpg,21.853708,106.76152,1445821
1447676,2024-11-05 05:55:50.799025+00,TP. Nam Định,[],Nam Dinh,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,20.459585,106.21616,1445818
1447682,2024-11-01 09:38:31.785686+00,Long Thành,"[""https://ak-d.tripcdn.com/images/1lo4r12000fqnuv0pD3BE_D_1180_558.png?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5e12000cokpjt6B120_D_1180_558.jpg?proc=source%2ftrip""]",Long Thanh,https://ak-d.tripcdn.com/images/1lo5c12000fqnya3582FB.png,10.793295,107.01353,1445832
1524574,2024-11-05 06:03:03.06914+00,Yên Bái,[],Yen Bai Province,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3_D_1180_558.jpg,21.683792,104.45514,
1524575,2024-11-02 17:20:21.293708+00,Bắc Kạn,"[""https://ak-d.tripcdn.com/images/0ww1712000cn6c7lkC639_D_1180_558.jpg?proc=source%2ftrip""]",Bac Kan Province,https://ak-d.tripcdn.com/images/0ww2g12000cn6bpqv1342_D_1180_558.jpg,22.303293,105.87601,
1524594,2024-11-05 06:02:57.349859+00,Đồng Tháp,"[""https://ak-d.tripcdn.com/images/0ww3b12000ckj91e624EE_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww4s12000cuwzrf135BB_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww50120008ze5xkjE831_D_1180_558.jpg?proc=source%2ftrip""]",Dong Thap Province,https://ak-d.tripcdn.com/images/0ww5312000ckj91eb4140_D_1180_558.jpg,10.493799,105.68818,
1524599,2024-11-02 17:20:13.634113+00,Đắk Nông,"[""https://ak-d.tripcdn.com/images/0ww6v12000adz7wu24A09_D_1180_558.jpg?proc=source%2ftrip""]",Dak Nong Province,https://ak-d.tripcdn.com/images/0ww6t120008yxptn180C0_D_1180_558.jpg,12.2646475,107.6098,
1524605,2024-11-02 17:16:26.236294+00,Vĩnh Long,[],Vinh Long Province,https://ak-d.tripcdn.com/images/0ww3w120008yn03ez7057_D_1180_558.jpg,10.086128,106.017,
1524609,2024-11-02 17:16:32.418693+00,Tuyên Quang,[],Tuyen Quang Province,https://ak-d.tripcdn.com/images/0ww2d12000ckt13iw1DB3_D_1180_558.jpg,22.17267,105.31312,
1524610,2024-11-01 09:25:35.852438+00,Hà Nam,[],Ha Nam Province,https://ak-d.tripcdn.com/images/0ww0u12000aummfscE69F.jpg,20.583519,105.92299,
1524613,2024-11-02 17:20:08.924679+00,Tây Ninh,"[""https://ak-d.tripcdn.com/images/0ww6712000ay3jlwpDD1C_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0104q120008xafo2e4A1B_D_1180_558.jpg?proc=source%2ftrip""]",Tay Ninh Province,https://ak-d.tripcdn.com/images/0104q120008xafo2e4A1B_D_1180_558.jpg,11.349477,106.06402,
1524614,2024-11-02 17:20:19.382642+00,Bến Tre,[],Ben Tre Province,https://ak-d.tripcdn.com/images/0ww4h12000954ztya7822_D_1180_558.jpg,10.108155,106.44059,
1524615,2024-11-01 09:38:22.518516+00,Hưng Yên,"[""https://ak-d.tripcdn.com/images/1lo0q12000egpnd8i7853_D_1180_558.jpg?proc=source%2ftrip""]",Hung Yen Province,https://ak-d.tripcdn.com/images/1lo3d12000egpncgmC472.jpg,20.852571,106.017,
1524620,2024-11-02 17:21:55.588831+00,Quảng Ngãi,[],Quang Ngai Province,https://ak-d.tripcdn.com/images/ww031e000001fjnah2F2A_D_1180_558.jpg,15.075984,108.71258,
1524623,2024-11-01 09:22:05.852616+00,Hạ Long,"[""https://ak-d.tripcdn.com/images/fd/tg/g3/M07/60/2A/CggYGVZv57iAcEL5ADZoga-AS7I330_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0105k120009it0ak83646_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5s12000ac39rbhD8B7_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/100o10000000oplvi0A37_D_1180_558.jpg?proc=source%2ftrip""]",Ha Long,https://ak-d.tripcdn.com/images/100t10000000oqs1y607C.jpg,20.971197,107.04481,3169
1524627,2024-11-02 17:21:43.897953+00,Kon Tum,"[""https://ak-d.tripcdn.com/images/0ww2b12000cqkp5q86E63_D_1180_558.jpg?proc=source%2ftrip""]",Kon Tum Province,https://ak-d.tripcdn.com/images/ww041e000001ewzez9352_D_1180_558.png,14.661167,107.83885,
1524634,2024-11-01 09:38:27.008316+00,Hà Giang,"[""https://ak-d.tripcdn.com/images/0ww6d12000cd0cgptB134_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww4z12000crduk0cA43E_D_1180_558.jpg?proc=source%2ftrip""]",Ha Giang Province,https://ak-d.tripcdn.com/images/0ww5812000cremndk173D.jpg,22.766205,104.93889,
1524635,2024-11-02 17:18:02.926173+00,Sơn La,"[""https://ak-d.tripcdn.com/images/0ww0y12000cnuiv3wFE0F_D_1180_558.jpg?proc=source%2ftrip""]",Son La Province,https://ak-d.tripcdn.com/images/0ww2h120009ewz4ekC997_D_1180_558.jpg,21.102228,103.72892,
1524637,2024-11-02 17:20:17.904096+00,Hải Dương,[],Hai Duong Province,https://ak-d.tripcdn.com/images/0ww5k12000c5eb3tk659A_D_1180_558.jpg,20.938597,106.32069,
1524646,2024-11-01 09:38:22.518516+00,Tỉnh Ninh Bình,"[""https://ak-d.tripcdn.com/images/0103812000g25p1tn7EA0_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww5312000a9tekma4DDC_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/ww0g1e000001f8mgs86F0_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww1y12000aro658b31C1_D_1180_558.jpg?proc=source%2ftrip""]",Ninh Binh Province,https://ak-d.tripcdn.com/images/ww0g1e000001f8mgs86F0.jpg,20.212997,105.92299,
1524647,2024-11-01 09:30:30.027296+00,Cà Mau,[],Ca Mau Province,https://ak-d.tripcdn.com/images/0ww0w12000953fnff7E80.jpg,8.96241,105.12589,
1524648,2024-11-02 17:20:01.230313+00,Sóc Trăng,"[""https://ak-d.tripcdn.com/images/0ww4812000aqsffo1D783_D_1180_558.jpg?proc=source%2ftrip""]",Soc Trang Province,https://ak-d.tripcdn.com/images/0ww6812000a52bvgbDCF5_D_1180_558.jpg,9.6003685,105.95995,
1524651,2024-11-05 06:10:53.244687+00,Bình Phước,[],Binh Phuoc Province,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3_D_1180_558.jpg,11.751189,106.723465,
1524988,2024-11-05 06:00:36.663312+00,Nho Quan,"[""https://ak-d.tripcdn.com/images/0ww6612000adz7xny4E07_D_1180_558.jpg?proc=source%2ftrip""]",Nho Quan,https://ak-d.tripcdn.com/images/0ww6312000adz8dae69BC.jpg,20.319248,105.74392,1524646
1525002,2024-11-05 05:59:28.143109+00,Thị xã Hương Trà,"[""https://ak-d.tripcdn.com/images/0ww3v120008yw7dzo478F_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww0112000colkpygF25A_D_1180_558.jpg?proc=source%2ftrip""]",Huong Tra,https://ak-d.tripcdn.com/images/0ww0112000colkpygF25A.jpg,16.420795,107.50318,3170
1525695,2024-11-01 09:38:27.008316+00,Đức Phổ,[],Duc Pho,https://ak-d.tripcdn.com/images/0ww3r12000credkkq2DAC.jpg,14.762796,108.974,1524620
1525754,2024-11-01 09:28:30.698774+00,Sầm Sơn,"[""https://ak-d.tripcdn.com/images/0ww2c12000c7pj8n232D1_D_1180_558.jpg?proc=source%2ftrip""]",Sam Son,https://ak-d.tripcdn.com/images/0ww0712000acfpwp9DBE0.jpg,19.757526,105.90537,1594654
1525755,2024-11-05 06:00:39.814099+00,Thị xã Quảng Trị,"[""https://ak-d.tripcdn.com/images/0ww2g12000cv0ahni4B95_D_1180_558.jpg?proc=source%2ftrip""]",Quang Tri,https://ak-d.tripcdn.com/images/0ww6g12000cv0a486857F.jpg,16.750563,107.18571,1445804
1525764,2024-11-01 09:38:27.008316+00,Thành phố Bà Rịa,[],Ba Ria,https://ak-d.tripcdn.com/images/0ww4w12000cq6zik24367.jpg,10.508928,107.181625,3172
1525765,2024-11-01 09:30:30.027296+00,Thị xã Phúc Yên,"[""https://ak-d.tripcdn.com/images/0ww2q12000ekq5cxqA215_D_1180_558.jpg?proc=source%2ftrip""]",Phuc Yen,https://ak-d.tripcdn.com/images/0ww1112000ekq52hv66DC.jpg,21.332584,105.72338,1445833
1525777,2024-11-01 09:28:30.698774+00,Thủ Dầu Một,"[""https://ak-d.tripcdn.com/images/ww0n1e000001exib309FB_D_1180_558.png?proc=source%2ftrip""]",Thu Dau Mot,https://ak-d.tripcdn.com/images/ww061e000001ez2i22BC3.png,10.992984,106.65571,1445815
1525788,2024-11-03 06:52:54.585817+00,Cửa Lò,[],Cua Lo,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3_D_1180_558.jpg,18.791613,105.717514,1445828
1525805,2024-11-02 17:21:47.970668+00,Đất Đỏ,[],Dat Do,https://ak-d.tripcdn.com/images/0ww4r12000adz7vr6C637_D_1180_558.jpg,10.472803,107.31393,3172
1525806,2024-11-01 09:32:59.675546+00,Ninh Hải,"[""https://ak-d.tripcdn.com/images/100v0k000000cq0327F83_D_1180_558.jpg?proc=source%2ftrip""]",Ninh Hai,https://ak-d.tripcdn.com/images/100v0k000000cq0327F83.jpg,11.703248,109.16422,1445819
1525811,2024-11-01 09:38:27.008316+00,Diên Khánh,"[""https://ak-d.tripcdn.com/images/0ww2o12000951byz3B33B_D_1180_558.jpg?proc=source%2ftrip""]",Dien Khanh,https://ak-d.tripcdn.com/images/0ww1812000cl1vp4r3BA8.jpg,12.257042,109.04532,24723
1526263,2024-11-05 05:57:18.397255+00,Phú Vĩnh,[],Phuvinh,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,10.753667,105.19023,2134050
1526267,2024-11-05 05:55:49.990791+00,Phước Long,[],Phuoc Long,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,9.400672,105.43024,1447051
1526308,2024-11-05 06:00:43.88026+00,Bình Châu,"[""https://ak-d.tripcdn.com/images/0101j120009kob5zi5897_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0103p120009oedtir8FF4_D_1180_558.jpg?proc=source%2ftrip""]",Binh Chau,https://ak-d.tripcdn.com/images/01065120009kob6stC626.jpg,10.57921,107.53868,2134095
1526314,2024-11-05 05:59:30.261356+00,Thành phố Trà Vinh,"[""https://ak-d.tripcdn.com/images/0ww4m120008ynxkltB8AB_D_1180_558.jpg?proc=source%2ftrip""]",Tra Vinh,https://ak-d.tripcdn.com/images/0ww33120008y6mfgd369C.jpg,9.951332,106.3346,24756
1526324,2024-11-05 06:00:25.183045+00,Thành phố Sa Đéc,"[""https://ak-d.tripcdn.com/images/0ww50120008ze5xkjE831_D_1180_558.jpg?proc=source%2ftrip"",""https://ak-d.tripcdn.com/images/0ww2812000cokq9oq0714_D_1180_558.jpg?proc=source%2ftrip""]",Sa dec,https://ak-d.tripcdn.com/images/0ww0t12000a9sz2fw3B81.jpg,10.305768,105.74686,1524594
1526325,2024-11-05 05:58:36.987785+00,Thới Bình,[],Thoi Binh District,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,9.3473625,105.17268,1524647
1526334,2024-11-05 05:58:48.845909+00,Bắc Giang,[],Bac Giang,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,21.281992,106.19748,1447047
1526570,2024-11-01 09:35:51.579071+00,Gia Nghĩa,[],Gia Nghia,https://ak-d.tripcdn.com/images/0ww6412000b77ae6l854B.jpg,12.003646,107.687645,1524599
1526593,2024-11-03 05:42:42.25006+00,Thành phố Cao Bằng,[],Cao Bang,https://ak-d.tripcdn.com/images/ww0t1e000001eys5u5DB5_D_1180_558.png,22.635689,106.25221,24741
1526611,2024-11-01 09:38:22.518516+00,Đông Giang,"[""https://ak-d.tripcdn.com/images/1lo0r12000coguk6c9F03_D_1180_558.jpg?proc=source%2ftrip""]",Dong Giang,https://ak-d.tripcdn.com/images/1lo1g12000coguogo9586.jpg,15.966025,107.783165,3171
1526918,2024-11-01 09:35:51.579071+00,Hoằng Hoá,"[""https://ak-d.tripcdn.com/images/0ww5a120008yz9beg4431_D_1180_558.jpg?proc=source%2ftrip""]",Hoang Hoa District,https://ak-d.tripcdn.com/images/0ww6y120008z1s27nCC42.jpg,19.821686,105.8995,1594654
1526923,2024-11-01 09:38:22.518516+00,Thị xã Bến Cát,"[""https://ak-d.tripcdn.com/images/ww0g1e000001ez5akE33A_D_1180_558.png?proc=source%2ftrip""]",Thi xa Ben Cat,https://ak-d.tripcdn.com/images/ww071e000001ff4yuBC62.png,11.101302,106.58198,1445815
1526927,2024-11-05 06:00:21.387548+00,Thành phố Tân An,[],Tan An,https://ak-d.tripcdn.com/images/0ww0u12000dea8wg76E25.jpg,10.53301,106.40525,1445817
1526928,2024-11-05 05:55:51.558924+00,Vĩnh Yên,[],Thanh pho Vinh Yen,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,21.297327,105.606064,1445833
1526934,2024-11-05 05:58:57.601073+00,Thị xã Dĩ An,[],Thi xa Di An,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,10.915597,106.7692,1445815
1526936,2024-11-05 05:57:12.07428+00,Lý Sơn,[],Ly Son,https://youimg1.tripcdn.com/target/0103o12000agse4tu95C3.jpg,15.383361,109.11071,1524620
